830                 0                   
831                 0                   
832                 0                   
833                 0                   
834                 0                   
835                 0                   
836                 0                   
837                 0                   
838                 0                   
839                 0                   
840                 0                   
841                 0                   
842                 0                   
843                 0                   
844                 0                   
845                 0                   
846                 0                   
847                 0                   
848                 0                   
849                 0                   
850                 0                   
851                 0                   
852                 0                   
853                 0                   
854                 0                   
855                 0                   
856                 0                   
857                 0                   
858                 0                   
859                 0                   
860                 0                   
861                 0                   
862                 0                   
863                 0                   
864                 0                   
865                 0                   
866                 0                   
867                 0                   
868                 0                   
869                 0                   
870                 0                   
871                 0                   
872                 0                   
873                 0                   
874                 0                   
875                 0                   
876                 0                   
877                 0                   
878                 0                   
879                 0                   
880                 0                   
881                 0                   
882                 0                   
883                 0                   
884                 0                   
885                 0                   
886                 0                   
887                 0                   
888                 0                   
889                 0                   
890                 0                   
891                 0                   
892                 0                   
893                 0                   
894                 0                   
895                 0                   
896                 0                   
897                 0                   
898                 0                   
899                 0                   
900                 0                   
901                 0                   
902                 0                   
903                 0                   
904                 0                   
905                 0                   
906                 0                   
907                 0                   
908                 0                   
909                 0                   
910                 0                   
911                 0                   
912                 0                   
913                 0                   
914                 0                   
915                 0                   
916                 0                   
917                 0                   
918                 0                   
919                 0                   
920                 0                   
921                 0                   
922                 0                   
923                 0                   
924                 0                   
925                 0                   
926                 0                   
927                 0                   
928                 0                   
929                 0                   
930                 0                   
931                 0                   
932                 0                   
933                 0                   
934                 0                   
935                 0                   
936                 0                   
937                 0                   
938                 0                   
939                 0                   
